year,week,week_ending_date,region,state,city,pneumonia_and_influenza_deaths,all_deaths,_1_year,_1_24_years,_25_44_years,_54_64_years,_65_years,month,day
1968,45,11/09/1968,1,MA,Boston,16,270,11,11,19,83,146,11,9
1968,46,11/16/1968,1,MA,Boston,9,245,6,13,19,73,134,11,16
1968,47,11/23/1968,1,MA,Boston,23,272,14,11,17,66,164,11,23
1968,48,11/30/1968,1,MA,Boston,10,224,4,12,21,69,118,11,30
1968,49,12/07/1968,1,MA,Boston,23,262,11,10,15,79,147,12,7
1968,50,12/14/1968,1,MA,Boston,18,272,14,9,18,73,158,12,14
1968,51,12/21/1968,1,MA,Boston,19,279,9,11,17,96,146,12,21
1968,52,12/28/1968,1,MA,Boston,34,283,7,16,14,90,156,12,28
1969,1,01/04/1969,1,MA,Boston,48,348,11,12,22,102,201,1,4
1969,2,01/11/1969,1,MA,Boston,36,262,8,7,22,62,163,1,11
1969,3,01/18/1969,1,MA,Boston,49,344,15,16,21,100,192,1,18
1969,4,01/25/1969,1,MA,Boston,34,238,12,7,16,65,138,1,25
1969,5,02/01/1969,1,MA,Boston,24,237,8,10,15,72,132,2,1
1969,6,02/08/1969,1,MA,Boston,31,308,7,9,15,75,202,2,8
1969,7,02/15/1969,1,MA,Boston,22,254,10,13,14,73,144,2,15
1969,8,02/22/1969,1,MA,Boston,24,258,13,11,12,79,143,2,22
1969,9,03/01/1969,1,MA,Boston,22,217,7,8,8,68,126,3,1
1969,10,03/08/1969,1,MA,Boston,13,214,8,11,13,71,111,3,8
1969,11,03/15/1969,1,MA,Boston,18,254,10,13,12,63,156,3,15
1969,12,03/22/1969,1,MA,Boston,16,226,10,5,9,69,133,3,22
1969,13,03/29/1969,1,MA,Boston,6,257,13,8,19,69,148,3,29
1969,14,04/05/1969,1,MA,Boston,12,228,8,8,18,56,138,4,5
1969,15,04/12/1969,1,MA,Boston,18,228,14,16,9,62,127,4,12
1969,16,04/19/1969,1,MA,Boston,22,238,9,6,12,75,136,4,19
1969,17,04/26/1969,1,MA,Boston,11,216,6,9,14,59,128,4,26
1969,18,05/03/1969,1,MA,Boston,14,217,10,12,18,71,106,5,3
1969,19,05/10/1969,1,MA,Boston,17,258,16,14,17,81,130,5,10
1969,20,05/17/1969,1,MA,Boston,2,211,15,8,15,53,120,5,17
1969,21,05/24/1969,1,MA,Boston,10,224,4,11,13,57,139,5,24
1969,22,05/31/1969,1,MA,Boston,9,207,17,8,16,65,101,5,31
1969,23,06/07/1969,1,MA,Boston,9,248,13,8,20,72,135,6,7
1969,24,06/14/1969,1,MA,Boston,5,209,11,8,17,48,125,6,14
1969,25,06/21/1969,1,MA,Boston,16,201,8,9,11,54,119,6,21
1969,26,06/28/1969,1,MA,Boston,14,218,7,11,17,73,110,6,28
1969,27,07/05/1969,1,MA,Boston,14,204,14,15,12,61,102,7,5
1969,28,07/12/1969,1,MA,Boston,16,242,9,9,21,55,148,7,12
1969,29,07/19/1969,1,MA,Boston,12,212,20,11,15,56,110,7,19
1969,30,07/26/1969,1,MA,Boston,11,245,6,9,21,75,134,7,26
1969,31,08/02/1969,1,MA,Boston,11,173,2,11,13,62,85,8,2
1969,32,08/09/1969,1,MA,Boston,13,268,17,21,20,67,143,8,9
1969,33,08/16/1969,1,MA,Boston,7,218,9,16,11,64,118,8,16
1969,34,08/23/1969,1,MA,Boston,9,221,13,6,19,59,124,8,23
1969,35,08/30/1969,1,MA,Boston,8,219,7,16,16,68,112,8,30
1969,36,09/06/1969,1,MA,Boston,15,229,15,11,17,63,123,9,6
1969,37,09/13/1969,1,MA,Boston,8,203,6,13,14,65,105,9,13
1969,38,09/20/1969,1,MA,Boston,6,212,9,7,8,60,128,9,20
1969,39,09/27/1969,1,MA,Boston,10,190,14,5,12,60,99,9,27
1969,40,10/04/1969,1,MA,Boston,15,252,10,13,16,69,144,10,4
1969,41,10/11/1969,1,MA,Boston,10,248,22,10,18,65,133,10,11
1969,42,10/18/1969,1,MA,Boston,17,242,11,11,16,66,138,10,18
1969,43,10/25/1969,1,MA,Boston,8,220,12,9,14,55,130,10,25
1969,44,11/01/1969,1,MA,Boston,18,215,12,12,16,56,119,11,1
1969,45,11/08/1969,1,MA,Boston,12,210,9,11,17,60,113,11,8
1969,46,11/15/1969,1,MA,Boston,12,212,7,7,11,68,119,11,15
1969,47,11/22/1969,1,MA,Boston,11,236,8,12,22,79,115,11,22
1969,48,11/29/1969,1,MA,Boston,14,226,14,9,10,54,139,11,29
1969,49,12/06/1969,1,MA,Boston,20,271,6,18,17,82,148,12,6
1969,50,12/13/1969,1,MA,Boston,11,248,7,18,14,73,136,12,13
1969,51,12/20/1969,1,MA,Boston,15,227,13,6,15,53,140,12,20
1969,52,12/27/1969,1,MA,Boston,9,208,8,12,17,50,121,12,27
1969,53,01/03/1970,1,MA,Boston,21,242,11,6,15,66,144,1,3
1970,1,01/10/1970,1,MA,Boston,17,258,12,11,15,76,144,1,10
1970,2,01/17/1970,1,MA,Boston,25,274,11,15,18,56,174,1,17
1970,3,01/24/1970,1,MA,Boston,32,269,8,8,13,70,170,1,24
1970,4,01/31/1970,1,MA,Boston,25,282,14,10,17,90,151,1,31
1970,5,02/07/1970,1,MA,Boston,23,253,6,6,22,76,143,2,7
1970,6,02/14/1970,1,MA,Boston,25,248,14,10,10,82,132,2,14
1970,7,02/21/1970,1,MA,Boston,20,240,10,4,14,64,148,2,21
1970,8,02/28/1970,1,MA,Boston,18,234,8,9,13,70,134,2,28
1970,9,03/07/1970,1,MA,Boston,19,216,16,10,16,61,113,3,7
1970,10,03/14/1970,1,MA,Boston,18,244,13,11,10,69,141,3,14
1970,11,03/21/1970,1,MA,Boston,22,238,6,14,15,81,122,3,21
1970,12,03/28/1970,1,MA,Boston,12,220,5,18,15,56,126,3,28
1970,13,04/04/1970,1,MA,Boston,10,231,18,3,15,70,125,4,4
1970,14,04/11/1970,1,MA,Boston,18,216,13,4,10,70,119,4,11
1970,15,04/18/1970,1,MA,Boston,7,200,4,7,7,66,116,4,18
1970,16,04/25/1970,1,MA,Boston,10,189,11,8,11,59,100,4,25
1970,17,05/02/1970,1,MA,Boston,14,215,7,11,7,60,130,5,2
1970,18,05/09/1970,1,MA,Boston,17,208,9,7,13,61,118,5,9
1970,19,05/16/1970,1,MA,Boston,16,211,7,6,17,68,113,5,16
1970,20,05/23/1970,1,MA,Boston,9,193,6,10,21,56,100,5,23
1970,21,05/30/1970,1,MA,Boston,12,175,13,17,12,42,91,5,30
1970,22,06/06/1970,1,MA,Boston,11,228,12,13,9,78,116,6,6
1970,23,06/13/1970,1,MA,Boston,17,217,13,11,17,68,108,6,13
1970,24,06/20/1970,1,MA,Boston,10,210,14,10,15,60,111,6,20
1970,25,06/27/1970,1,MA,Boston,12,232,13,15,22,66,116,6,27
1970,26,07/04/1970,1,MA,Boston,13,184,5,10,19,56,94,7,4
1970,27,07/11/1970,1,MA,Boston,24,181,7,12,17,51,94,7,11
1970,28,07/18/1970,1,MA,Boston,7,182,10,8,14,50,100,7,18
1970,29,07/25/1970,1,MA,Boston,12,202,14,6,18,68,96,7,25
1970,30,08/01/1970,1,MA,Boston,24,234,11,11,9,67,136,8,1
1970,31,08/08/1970,1,MA,Boston,20,227,8,7,21,68,123,8,8
1970,32,08/15/1970,1,MA,Boston,19,235,14,12,13,74,122,8,15
1970,33,08/22/1970,1,MA,Boston,30,236,13,9,21,61,132,8,22
1970,34,08/29/1970,1,MA,Boston,13,214,12,6,17,62,117,8,29
1970,35,09/05/1970,1,MA,Boston,13,184,12,12,14,47,99,9,5
1970,36,09/12/1970,1,MA,Boston,21,178,7,8,8,54,101,9,12
1970,37,09/19/1970,1,MA,Boston,15,253,9,8,19,74,143,9,19
1970,38,09/26/1970,1,MA,Boston,13,228,13,7,24,63,121,9,26
1970,39,10/03/1970,1,MA,Boston,8,234,6,6,20,71,131,10,3
1970,40,10/10/1970,1,MA,Boston,18,227,14,11,18,77,107,10,10
1970,41,10/17/1970,1,MA,Boston,13,204,5,8,15,61,115,10,17
1970,42,10/24/1970,1,MA,Boston,18,249,17,10,13,69,140,10,24
1970,43,10/31/1970,1,MA,Boston,34,248,9,9,16,70,144,10,31
1970,44,11/07/1970,1,MA,Boston,24,241,20,8,16,60,137,11,7
1970,45,11/14/1970,1,MA,Boston,25,232,14,13,19,65,121,11,14
1970,46,11/21/1970,1,MA,Boston,20,227,15,11,16,61,124,11,21
1970,47,11/28/1970,1,MA,Boston,4,159,3,9,10,40,97,11,28
1970,48,12/05/1970,1,MA,Boston,21,256,16,11,13,72,144,12,5
1970,49,12/12/1970,1,MA,Boston,8,222,4,10,19,55,134,12,12
1970,50,12/19/1970,1,MA,Boston,15,238,6,10,15,74,133,12,19
1970,51,12/26/1970,1,MA,Boston,12,199,13,8,11,53,114,12,26
1970,52,01/02/1971,1,MA,Boston,20,275,15,10,18,88,144,1,2
1971,1,01/09/1971,1,MA,Boston,29,261,10,11,17,71,152,1,9
1971,2,01/16/1971,1,MA,Boston,22,245,8,4,12,80,141,1,16
1971,3,01/23/1971,1,MA,Boston,27,246,6,13,12,62,153,1,23
1971,4,01/30/1971,1,MA,Boston,23,242,9,11,17,66,139,1,30
1971,5,02/06/1971,1,MA,Boston,38,252,11,7,19,68,147,2,6
1971,6,02/13/1971,1,MA,Boston,37,307,8,16,26,83,174,2,13
1971,7,02/20/1971,1,MA,Boston,27,251,10,8,17,69,147,2,20
1971,8,02/27/1971,1,MA,Boston,19,235,17,7,19,55,137,2,27
1971,9,03/06/1971,1,MA,Boston,20,211,6,6,17,56,126,3,6
1971,10,03/13/1971,1,MA,Boston,19,233,11,14,15,64,129,3,13
1971,11,03/20/1971,1,MA,Boston,22,199,14,4,12,58,111,3,20
1971,12,03/27/1971,1,MA,Boston,15,184,6,9,8,56,105,3,27
1971,13,04/03/1971,1,MA,Boston,23,216,13,14,14,56,119,4,3
1971,14,04/10/1971,1,MA,Boston,17,219,14,10,24,64,107,4,10
1971,15,04/17/1971,1,MA,Boston,16,242,7,10,11,63,151,4,17
1971,16,04/24/1971,1,MA,Boston,8,217,7,10,17,68,115,4,24
1971,17,05/01/1971,1,MA,Boston,19,240,10,10,20,69,131,5,1
1971,18,05/08/1971,1,MA,Boston,11,193,8,5,16,57,107,5,8
1971,19,05/15/1971,1,MA,Boston,22,223,14,11,13,51,134,5,15
1971,20,05/22/1971,1,MA,Boston,10,234,15,14,15,62,128,5,22
1971,21,05/29/1971,1,MA,Boston,8,201,14,7,16,62,102,5,29
1971,22,06/05/1971,1,MA,Boston,15,218,15,5,17,69,112,6,5
1971,23,06/12/1971,1,MA,Boston,14,203,9,12,16,60,106,6,12
1971,24,06/19/1971,1,MA,Boston,11,183,7,8,10,64,94,6,19
1971,25,06/26/1971,1,MA,Boston,13,226,14,10,11,60,131,6,26
1971,26,07/03/1971,1,MA,Boston,10,183,14,8,10,51,100,7,3
1971,27,07/10/1971,1,MA,Boston,11,212,7,16,17,55,117,7,10
1971,28,07/17/1971,1,MA,Boston,21,187,13,11,16,48,99,7,17
1971,29,07/24/1971,1,MA,Boston,13,188,8,15,15,61,89,7,24
1971,30,07/31/1971,1,MA,Boston,27,235,17,11,16,70,121,7,31
1971,31,08/07/1971,1,MA,Boston,11,252,15,11,20,72,134,8,7
1971,32,08/14/1971,1,MA,Boston,10,191,11,13,6,75,86,8,14
1971,33,08/21/1971,1,MA,Boston,13,208,18,14,9,63,104,8,21
1971,34,08/28/1971,1,MA,Boston,9,204,12,12,18,62,100,8,28
1971,35,09/04/1971,1,MA,Boston,15,214,11,5,16,64,118,9,4
1971,36,09/11/1971,1,MA,Boston,9,195,12,9,13,48,113,9,11
1971,37,09/18/1971,1,MA,Boston,7,196,9,3,20,47,117,9,18
1971,38,09/25/1971,1,MA,Boston,3,191,9,12,17,61,92,9,25
1971,39,10/02/1971,1,MA,Boston,16,227,12,11,17,56,131,10,2
1971,40,10/09/1971,1,MA,Boston,6,203,9,9,17,57,111,10,9
1971,41,10/16/1971,1,MA,Boston,15,208,9,8,15,53,123,10,16
1971,42,10/23/1971,1,MA,Boston,10,219,12,8,16,67,116,10,23
1971,43,10/30/1971,1,MA,Boston,10,202,6,11,13,59,113,10,30
1971,44,11/06/1971,1,MA,Boston,19,242,14,15,21,71,121,11,6
1971,45,11/13/1971,1,MA,Boston,12,184,13,7,6,58,100,11,13
1971,46,11/20/1971,1,MA,Boston,8,244,12,18,11,75,128,11,20
1971,47,11/27/1971,1,MA,Boston,13,219,9,19,13,51,127,11,27
1971,48,12/04/1971,1,MA,Boston,8,227,9,7,14,65,132,12,4
1971,49,12/11/1971,1,MA,Boston,11,230,6,6,8,69,141,12,11
1971,50,12/18/1971,1,MA,Boston,16,230,14,12,12,54,138,12,18
1971,51,12/25/1971,1,MA,Boston,16,215,7,15,15,52,126,12,25
1971,52,01/01/1972,1,MA,Boston,16,217,11,10,11,74,111,1,1
1972,1,01/08/1972,1,MA,Boston,34,277,7,15,18,97,140,1,8
1972,2,01/15/1972,1,MA,Boston,44,269,9,13,9,80,158,1,15
1972,3,01/22/1972,1,MA,Boston,32,271,11,7,17,66,170,1,22
1972,4,01/29/1972,1,MA,Boston,37,248,9,14,13,67,145,1,29
1972,5,02/05/1972,1,MA,Boston,15,208,10,9,13,53,123,2,5
1972,6,02/12/1972,1,MA,Boston,24,231,8,10,12,72,129,2,12
1972,7,02/19/1972,1,MA,Boston,15,212,6,11,25,43,127,2,19
1972,8,02/26/1972,1,MA,Boston,22,222,2,6,15,66,133,2,26
1972,9,03/04/1972,1,MA,Boston,15,216,11,9,17,59,120,3,4
1972,10,03/11/1972,1,MA,Boston,19,214,7,8,10,56,133,3,11
1972,11,03/18/1972,1,MA,Boston,8,189,15,5,16,50,103,3,18
1972,12,03/25/1972,1,MA,Boston,22,263,17,13,20,77,136,3,25
1972,13,04/01/1972,1,MA,Boston,21,211,6,3,10,65,127,4,1
1972,14,04/08/1972,1,MA,Boston,21,266,19,9,13,74,151,4,8
1972,15,04/15/1972,1,MA,Boston,14,200,7,12,15,63,103,4,15
1972,16,04/22/1972,1,MA,Boston,13,247,11,10,18,80,128,4,22
1972,17,04/29/1972,1,MA,Boston,10,192,6,9,20,64,93,4,29
1972,18,05/06/1972,1,MA,Boston,13,230,7,12,14,72,125,5,6
1972,19,05/13/1972,1,MA,Boston,15,227,14,16,15,50,132,5,13
1972,20,05/20/1972,1,MA,Boston,9,194,7,12,15,57,103,5,20
1972,21,05/27/1972,1,MA,Boston,15,201,13,7,15,52,114,5,27
1972,22,06/03/1972,1,MA,Boston,18,226,18,11,16,49,132,6,3
1972,23,06/10/1972,1,MA,Boston,10,200,12,8,15,61,104,6,10
1972,24,06/17/1972,1,MA,Boston,13,180,13,12,11,45,99,6,17
1972,25,06/24/1972,1,MA,Boston,22,213,10,12,22,48,121,6,24
1972,26,07/01/1972,1,MA,Boston,11,186,10,11,16,33,116,7,1
1972,27,07/08/1972,1,MA,Boston,10,192,12,9,15,49,107,7,8
1972,28,07/15/1972,1,MA,Boston,13,173,5,9,12,60,87,7,15
1972,29,07/22/1972,1,MA,Boston,17,223,12,7,18,55,131,7,22
1972,30,07/29/1972,1,MA,Boston,18,205,15,14,11,51,114,7,29
1972,31,08/05/1972,1,MA,Boston,19,210,9,12,14,59,116,8,5
1972,32,08/12/1972,1,MA,Boston,12,202,10,15,12,49,116,8,12
1972,33,08/19/1972,1,MA,Boston,11,217,7,13,21,63,113,8,19
1972,34,08/26/1972,1,MA,Boston,9,194,6,5,10,66,107,8,26
1972,35,09/02/1972,1,MA,Boston,20,232,12,9,19,60,132,9,2
1972,36,09/09/1972,1,MA,Boston,14,190,7,12,14,58,99,9,9
1972,37,09/16/1972,1,MA,Boston,11,192,6,7,18,59,102,9,16
1972,38,09/23/1972,1,MA,Boston,13,212,10,12,14,55,121,9,23
1972,39,09/30/1972,1,MA,Boston,26,217,12,9,12,62,122,9,30
1972,40,10/07/1972,1,MA,Boston,17,190,5,14,12,58,101,10,7
1972,41,10/14/1972,1,MA,Boston,10,188,8,11,14,48,107,10,14
1972,42,10/21/1972,1,MA,Boston,18,233,8,16,22,61,126,10,21
1972,43,10/28/1972,1,MA,Boston,20,222,9,13,8,64,128,10,28
1972,44,11/04/1972,1,MA,Boston,16,194,8,7,15,60,104,11,4
1972,45,11/11/1972,1,MA,Boston,10,213,10,6,13,53,131,11,11
1972,46,11/18/1972,1,MA,Boston,27,249,12,9,17,79,132,11,18
1972,47,11/25/1972,1,MA,Boston,8,221,5,11,19,64,122,11,25
1972,48,12/02/1972,1,MA,Boston,12,222,11,10,16,59,126,12,2
1972,49,12/09/1972,1,MA,Boston,9,187,9,7,5,57,109,12,9
1972,50,12/16/1972,1,MA,Boston,27,190,8,6,9,58,109,12,16
1972,51,12/23/1972,1,MA,Boston,25,225,10,10,11,78,116,12,23
1972,52,12/30/1972,1,MA,Boston,11,183,10,8,10,61,94,12,30
1973,1,01/06/1973,1,MA,Boston,16,211,7,9,19,63,113,1,6
1973,2,01/13/1973,1,MA,Boston,31,284,16,9,19,65,175,1,13
1973,3,01/20/1973,1,MA,Boston,29,271,10,9,13,71,168,1,20
1973,4,01/27/1973,1,MA,Boston,35,253,12,10,15,67,149,1,27
1973,5,02/03/1973,1,MA,Boston,33,222,7,7,23,56,129,2,3
1973,6,02/10/1973,1,MA,Boston,25,252,11,13,18,73,137,2,10
1973,7,02/17/1973,1,MA,Boston,27,231,6,7,16,65,137,2,17
1973,8,02/24/1973,1,MA,Boston,21,211,6,7,15,73,110,2,24
1973,9,03/03/1973,1,MA,Boston,16,197,8,7,10,66,106,3,3
1973,10,03/10/1973,1,MA,Boston,7,199,8,7,11,46,127,3,10
1973,11,03/17/1973,1,MA,Boston,10,215,8,10,12,58,127,3,17
1973,12,03/24/1973,1,MA,Boston,14,215,7,9,13,51,135,3,24
1973,13,03/31/1973,1,MA,Boston,8,216,19,11,17,55,114,3,31
1973,14,04/07/1973,1,MA,Boston,10,212,15,10,14,61,112,4,7
1973,15,04/14/1973,1,MA,Boston,6,211,13,18,13,42,125,4,14
1973,16,04/21/1973,1,MA,Boston,13,207,12,12,21,45,117,4,21
1973,17,04/28/1973,1,MA,Boston,9,190,7,10,9,48,116,4,28
1973,18,05/05/1973,1,MA,Boston,10,224,6,8,11,59,140,5,5
1973,19,05/12/1973,1,MA,Boston,6,218,12,11,16,52,127,5,12
1973,20,05/19/1973,1,MA,Boston,15,213,8,10,14,53,128,5,19
1973,21,05/26/1973,1,MA,Boston,10,209,9,12,10,51,127,5,26
1973,22,06/02/1973,1,MA,Boston,5,215,9,14,19,62,111,6,2
1973,23,06/09/1973,1,MA,Boston,9,202,8,6,14,60,114,6,9
1973,24,06/16/1973,1,MA,Boston,12,245,9,18,18,69,131,6,16
1973,25,06/23/1973,1,MA,Boston,10,205,8,9,10,59,119,6,23
1973,26,06/30/1973,1,MA,Boston,5,195,11,6,10,56,112,6,30
1973,27,07/07/1973,1,MA,Boston,2,162,8,10,16,45,83,7,7
1973,28,07/14/1973,1,MA,Boston,13,188,8,7,13,58,102,7,14
1973,29,07/21/1973,1,MA,Boston,8,226,8,6,18,58,136,7,21
1973,30,07/28/1973,1,MA,Boston,9,183,10,4,7,62,100,7,28
1973,31,08/04/1973,1,MA,Boston,13,223,7,12,29,62,113,8,4
1973,32,08/11/1973,1,MA,Boston,7,276,10,24,40,70,132,8,11
1973,33,08/18/1973,1,MA,Boston,5,204,15,7,11,54,117,8,18
1973,34,08/25/1973,1,MA,Boston,12,188,8,9,12,62,97,8,25
1973,35,09/01/1973,1,MA,Boston,17,218,15,7,14,62,120,9,1
1973,36,09/08/1973,1,MA,Boston,10,175,1,7,15,39,113,9,8
1973,37,09/15/1973,1,MA,Boston,14,225,10,9,12,57,137,9,15
1973,38,09/22/1973,1,MA,Boston,7,201,11,14,15,53,108,9,22
1973,39,09/29/1973,1,MA,Boston,11,196,14,10,14,46,112,9,29
1973,40,10/06/1973,1,MA,Boston,34,511,8,20,28,103,352,10,6
1973,41,10/13/1973,1,MA,Boston,10,219,10,11,14,64,120,10,13
1973,42,10/20/1973,1,MA,Boston,12,196,6,16,8,57,109,10,20
1973,43,10/27/1973,1,MA,Boston,14,235,9,15,20,56,135,10,27
1973,44,11/03/1973,1,MA,Boston,16,183,10,7,17,59,90,11,3
1973,45,11/10/1973,1,MA,Boston,16,210,8,7,22,77,96,11,10
1973,46,11/17/1973,1,MA,Boston,11,226,11,6,16,55,138,11,17
1973,47,11/24/1973,1,MA,Boston,12,182,6,12,12,52,100,11,24
1973,48,12/01/1973,1,MA,Boston,9,230,13,10,17,64,126,12,1
1973,49,12/08/1973,1,MA,Boston,11,193,5,11,10,62,105,12,8
1973,50,12/15/1973,1,MA,Boston,8,213,5,17,22,48,121,12,15
1973,51,12/22/1973,1,MA,Boston,9,218,11,7,10,57,133,12,22
1973,52,12/29/1973,1,MA,Boston,11,232,11,16,5,65,135,12,29
1974,1,01/05/1974,1,MA,Boston,5,205,5,8,14,52,126,1,5
1974,2,01/12/1974,1,MA,Boston,17,173,4,10,14,43,102,1,12
1974,3,01/19/1974,1,MA,Boston,16,277,9,10,18,69,171,1,19
1974,4,01/26/1974,1,MA,Boston,18,266,14,10,18,77,147,1,26
1974,5,02/02/1974,1,MA,Boston,10,175,6,8,14,34,113,2,2
1974,6,02/09/1974,1,MA,Boston,11,226,6,8,21,58,133,2,9
1974,7,02/16/1974,1,MA,Boston,18,291,9,8,21,75,178,2,16
1974,8,02/23/1974,1,MA,Boston,8,195,9,8,11,49,118,2,23
1974,9,03/02/1974,1,MA,Boston,15,219,12,8,11,64,124,3,2
1974,10,03/09/1974,1,MA,Boston,10,197,8,7,12,45,125,3,9
1974,11,03/16/1974,1,MA,Boston,17,217,8,16,14,60,119,3,16
1974,12,03/23/1974,1,MA,Boston,18,238,7,10,15,62,144,3,23
1974,13,03/30/1974,1,MA,Boston,12,231,10,16,14,62,129,3,30
1974,14,04/06/1974,1,MA,Boston,8,166,9,8,12,46,91,4,6
1974,15,04/13/1974,1,MA,Boston,22,265,9,16,19,72,149,4,13
1974,16,04/20/1974,1,MA,Boston,21,279,12,18,22,68,159,4,20
1974,17,04/27/1974,1,MA,Boston,13,238,7,12,12,53,154,4,27
1974,18,05/04/1974,1,MA,Boston,18,238,9,9,25,63,132,5,4
1974,19,05/11/1974,1,MA,Boston,14,212,11,10,14,62,115,5,11
1974,20,05/18/1974,1,MA,Boston,15,225,3,12,14,66,130,5,18
1974,21,05/25/1974,1,MA,Boston,11,149,4,5,7,49,84,5,25
1974,22,06/01/1974,1,MA,Boston,14,209,4,15,17,50,123,6,1
1974,23,06/08/1974,1,MA,Boston,9,204,10,6,19,65,104,6,8
1974,24,06/15/1974,1,MA,Boston,12,203,8,6,16,53,120,6,15
1974,25,06/22/1974,1,MA,Boston,10,195,8,8,13,59,107,6,22
1974,26,06/29/1974,1,MA,Boston,14,221,16,15,16,60,114,6,29
1974,27,07/06/1974,1,MA,Boston,16,166,6,8,12,51,89,7,6
1974,28,07/13/1974,1,MA,Boston,14,239,12,20,12,74,121,7,13
1974,29,07/20/1974,1,MA,Boston,10,210,8,10,15,60,117,7,20
1974,30,07/27/1974,1,MA,Boston,14,176,5,9,10,55,97,7,27
1974,31,08/03/1974,1,MA,Boston,13,204,14,11,14,57,108,8,3
1974,32,08/10/1974,1,MA,Boston,7,196,8,9,17,51,111,8,10
1974,33,08/17/1974,1,MA,Boston,10,208,7,14,11,65,111,8,17
1974,34,08/24/1974,1,MA,Boston,5,174,12,10,11,49,92,8,24
1974,35,08/31/1974,1,MA,Boston,17,227,8,14,16,73,116,8,31
1974,36,09/07/1974,1,MA,Boston,7,176,6,7,15,48,100,9,7
1974,37,09/14/1974,1,MA,Boston,7,199,10,6,13,61,109,9,14
1974,38,09/21/1974,1,MA,Boston,14,209,8,9,17,63,112,9,21
1974,39,09/28/1974,1,MA,Boston,12,198,14,9,8,51,116,9,28
1974,40,10/05/1974,1,MA,Boston,12,204,8,7,10,57,122,10,5
1974,41,10/12/1974,1,MA,Boston,11,223,12,5,14,64,128,10,12
1974,42,10/19/1974,1,MA,Boston,8,150,5,4,12,29,100,10,19
1974,43,10/26/1974,1,MA,Boston,10,245,16,17,13,63,136,10,26
1974,44,11/02/1974,1,MA,Boston,10,227,5,10,19,56,137,11,2
1974,45,11/09/1974,1,MA,Boston,22,206,10,10,16,63,107,11,9
1974,46,11/16/1974,1,MA,Boston,9,194,9,11,13,48,113,11,16
1974,47,11/23/1974,1,MA,Boston,15,195,6,11,19,63,96,11,23
1974,48,11/30/1974,1,MA,Boston,4,194,8,10,14,50,112,11,30
1974,49,12/07/1974,1,MA,Boston,11,220,9,11,15,60,125,12,7
1974,50,12/14/1974,1,MA,Boston,12,205,10,5,17,49,124,12,14
1974,51,12/21/1974,1,MA,Boston,12,220,22,5,8,59,126,12,21
1974,52,12/28/1974,1,MA,Boston,9,176,9,7,15,57,88,12,28
1975,1,01/04/1975,1,MA,Boston,14,280,12,12,25,82,149,1,4
1975,2,01/11/1975,1,MA,Boston,14,225,10,9,17,59,130,1,11
1975,3,01/18/1975,1,MA,Boston,9,209,11,12,16,57,113,1,18
1975,4,01/25/1975,1,MA,Boston,9,206,6,10,13,59,118,1,25
1975,5,02/01/1975,1,MA,Boston,13,200,12,6,17,60,105,2,1
1975,6,02/08/1975,1,MA,Boston,16,196,5,5,11,51,124,2,8
1975,7,02/15/1975,1,MA,Boston,18,255,9,10,19,62,155,2,15
1975,8,02/22/1975,1,MA,Boston,16,223,6,7,14,48,148,2,22
1975,9,03/01/1975,1,MA,Boston,22,234,7,7,15,53,152,3,1
1975,10,03/08/1975,1,MA,Boston,22,224,8,9,11,64,132,3,8
1975,11,03/15/1975,1,MA,Boston,14,207,7,10,17,64,109,3,15
1975,12,03/22/1975,1,MA,Boston,14,212,15,11,15,51,120,3,22
1975,13,03/29/1975,1,MA,Boston,13,232,9,8,15,45,155,3,29
1975,14,04/05/1975,1,MA,Boston,13,204,11,13,9,51,120,4,5
1975,15,04/12/1975,1,MA,Boston,13,195,8,10,12,56,109,4,12
1975,16,04/19/1975,1,MA,Boston,7,180,6,8,13,52,101,4,19
1975,17,04/26/1975,1,MA,Boston,11,193,10,9,11,42,121,4,26
1975,18,05/03/1975,1,MA,Boston,8,213,11,10,13,58,121,5,3
1975,19,05/10/1975,1,MA,Boston,6,205,6,9,15,62,113,5,10
1975,20,05/17/1975,1,MA,Boston,8,183,6,5,9,51,112,5,17
1975,21,05/24/1975,1,MA,Boston,8,187,10,4,17,49,107,5,24
1975,22,05/31/1975,1,MA,Boston,10,168,3,6,10,46,103,5,31
1975,23,06/07/1975,1,MA,Boston,8,201,12,4,19,55,111,6,7
1975,24,06/14/1975,1,MA,Boston,7,150,10,7,11,49,73,6,14
1975,25,06/21/1975,1,MA,Boston,8,199,10,9,13,60,107,6,21
1975,26,06/28/1975,1,MA,Boston,7,182,10,6,12,46,108,6,28
1975,27,07/05/1975,1,MA,Boston,7,184,7,19,15,39,104,7,5
1975,28,07/12/1975,1,MA,Boston,12,232,8,12,17,71,124,7,12
1975,29,07/19/1975,1,MA,Boston,9,196,9,10,15,55,107,7,19
1975,30,07/26/1975,1,MA,Boston,16,194,8,9,13,62,102,7,26
1975,31,08/02/1975,1,MA,Boston,13,221,8,13,22,53,125,8,2
1975,32,08/09/1975,1,MA,Boston,19,296,6,10,23,75,182,8,9
1975,33,08/16/1975,1,MA,Boston,11,196,9,5,10,67,105,8,16
1975,34,08/23/1975,1,MA,Boston,12,190,11,3,11,51,114,8,23
1975,35,08/30/1975,1,MA,Boston,9,185,10,5,16,48,106,8,30
1975,36,09/06/1975,1,MA,Boston,7,178,7,6,15,62,88,9,6
