year,week,week_ending_date,region,state,city,pneumonia_and_influenza_deaths,all_deaths,_1_year,_1_24_years,_25_44_years,_54_64_years,_65_years,month,day
1962,1,01/06/1962,1,MA,Boston,11,262,10,8,11,87,146,1,6
1962,2,01/13/1962,1,MA,Boston,11,270,14,8,11,70,167,1,13
1962,3,01/20/1962,1,MA,Boston,5,237,11,8,10,66,142,1,20
1962,4,01/27/1962,1,MA,Boston,12,285,22,7,8,73,175,1,27
1962,5,02/03/1962,1,MA,Boston,5,245,15,9,17,62,142,2,3
1962,6,02/10/1962,1,MA,Boston,11,284,16,8,16,79,165,2,10
1962,7,02/17/1962,1,MA,Boston,8,227,11,7,13,71,125,2,17
1962,8,02/24/1962,1,MA,Boston,10,270,14,9,10,85,152,2,24
1962,9,03/03/1962,1,MA,Boston,16,278,15,11,15,79,158,3,3
1962,10,03/10/1962,1,MA,Boston,11,297,11,7,18,80,181,3,10
1962,11,03/17/1962,1,MA,Boston,16,290,16,7,21,74,172,3,17
1962,12,03/24/1962,1,MA,Boston,12,268,19,9,10,92,138,3,24
1962,13,03/31/1962,1,MA,Boston,8,255,12,12,10,76,145,3,31
1962,14,04/07/1962,1,MA,Boston,14,252,11,7,22,59,153,4,7
1962,15,04/14/1962,1,MA,Boston,9,281,14,19,17,75,156,4,14
1962,16,04/21/1962,1,MA,Boston,17,236,6,7,17,70,136,4,21
1962,17,04/28/1962,1,MA,Boston,13,275,7,7,19,72,170,4,28
1962,18,05/05/1962,1,MA,Boston,11,257,18,9,21,55,154,5,5
1962,19,05/12/1962,1,MA,Boston,4,254,13,3,16,84,138,5,12
1962,20,05/19/1962,1,MA,Boston,8,248,12,10,19,61,146,5,19
1962,21,05/26/1962,1,MA,Boston,5,247,9,4,26,74,134,5,26
1962,22,06/02/1962,1,MA,Boston,2,237,14,9,11,74,129,6,2
1962,23,06/09/1962,1,MA,Boston,13,281,16,14,19,69,163,6,9
1962,24,06/16/1962,1,MA,Boston,4,241,13,10,12,73,133,6,16
1962,25,06/23/1962,1,MA,Boston,2,224,17,8,8,62,129,6,23
1962,26,06/30/1962,1,MA,Boston,6,222,10,10,9,71,122,6,30
1962,27,07/07/1962,1,MA,Boston,4,234,14,7,13,70,130,7,7
1962,28,07/14/1962,1,MA,Boston,6,206,13,12,11,50,120,7,14
1962,29,07/21/1962,1,MA,Boston,4,239,18,4,11,78,128,7,21
1962,30,07/28/1962,1,MA,Boston,3,255,17,13,14,69,142,7,28
1962,31,08/04/1962,1,MA,Boston,10,216,16,8,16,62,114,8,4
1962,32,08/11/1962,1,MA,Boston,8,229,11,7,18,70,123,8,11
1962,33,08/18/1962,1,MA,Boston,4,210,14,4,15,61,116,8,18
1962,34,08/25/1962,1,MA,Boston,9,222,12,6,15,61,128,8,25
1962,35,09/01/1962,1,MA,Boston,5,234,11,8,12,71,132,9,1
1962,36,09/08/1962,1,MA,Boston,1,207,16,6,4,62,119,9,8
1962,37,09/15/1962,1,MA,Boston,2,230,17,5,12,61,135,9,15
1962,38,09/22/1962,1,MA,Boston,3,239,15,5,14,70,135,9,22
1962,39,09/29/1962,1,MA,Boston,3,228,15,7,18,74,114,9,29
1962,40,10/06/1962,1,MA,Boston,1,259,11,9,22,75,142,10,6
1962,41,10/13/1962,1,MA,Boston,3,233,14,6,19,62,132,10,13
1962,42,10/20/1962,1,MA,Boston,2,216,8,12,14,61,121,10,20
1962,43,10/27/1962,1,MA,Boston,8,242,13,9,18,73,129,10,27
1962,44,11/03/1962,1,MA,Boston,6,262,17,9,18,74,144,11,3
1962,45,11/10/1962,1,MA,Boston,10,248,19,11,18,66,134,11,10
1962,46,11/17/1962,1,MA,Boston,5,260,18,11,19,61,151,11,17
1962,47,11/24/1962,1,MA,Boston,3,249,15,14,14,75,131,11,24
1962,48,12/01/1962,1,MA,Boston,3,282,20,10,16,79,157,12,1
1962,49,12/08/1962,1,MA,Boston,7,262,10,12,16,76,148,12,8
1962,50,12/15/1962,1,MA,Boston,11,238,12,9,17,54,146,12,15
1962,51,12/22/1962,1,MA,Boston,6,262,17,7,21,70,147,12,22
1962,52,12/29/1962,1,MA,Boston,16,267,19,5,23,82,138,12,29
1963,1,01/05/1963,1,MA,Boston,9,254,9,10,22,67,146,1,5
1963,2,01/12/1963,1,MA,Boston,5,271,16,8,18,70,159,1,12
1963,3,01/19/1963,1,MA,Boston,7,273,12,5,14,73,169,1,19
1963,4,01/26/1963,1,MA,Boston,10,276,11,14,17,67,167,1,26
1963,5,02/02/1963,1,MA,Boston,8,272,10,9,15,83,155,2,2
1963,6,02/09/1963,1,MA,Boston,5,276,18,10,15,78,155,2,9
1963,7,02/16/1963,1,MA,Boston,3,276,21,5,16,72,162,2,16
1963,8,02/23/1963,1,MA,Boston,18,292,9,4,11,81,187,2,23
1963,9,03/02/1963,1,MA,Boston,28,316,20,11,17,74,194,3,2
1963,10,03/09/1963,1,MA,Boston,23,394,13,13,18,110,240,3,9
1963,11,03/16/1963,1,MA,Boston,22,324,15,13,17,80,199,3,16
1963,12,03/23/1963,1,MA,Boston,12,304,16,3,21,77,187,3,23
1963,13,03/30/1963,1,MA,Boston,13,288,12,13,9,89,165,3,30
1963,14,04/06/1963,1,MA,Boston,6,279,22,7,17,78,155,4,6
1963,15,04/13/1963,1,MA,Boston,7,249,15,4,19,57,154,4,13
1963,16,04/20/1963,1,MA,Boston,8,260,14,10,14,84,138,4,20
1963,17,04/27/1963,1,MA,Boston,7,221,11,9,20,60,121,4,27
1963,18,05/04/1963,1,MA,Boston,6,248,15,7,15,79,132,5,4
1963,19,05/11/1963,1,MA,Boston,6,230,15,11,16,52,136,5,11
1963,20,05/18/1963,1,MA,Boston,16,237,18,7,10,66,136,5,18
1963,21,05/25/1963,1,MA,Boston,1,218,6,11,11,55,135,5,25
1963,22,06/01/1963,1,MA,Boston,7,225,21,5,12,58,129,6,1
1963,23,06/08/1963,1,MA,Boston,5,279,20,11,13,79,156,6,8
1963,24,06/15/1963,1,MA,Boston,3,237,18,4,15,65,135,6,15
1963,25,06/22/1963,1,MA,Boston,3,188,16,9,18,52,93,6,22
1963,26,06/29/1963,1,MA,Boston,8,245,15,7,21,60,142,6,29
1963,27,07/06/1963,1,MA,Boston,5,249,9,14,10,60,156,7,6
1963,28,07/13/1963,1,MA,Boston,4,241,19,7,17,66,132,7,13
1963,29,07/20/1963,1,MA,Boston,8,224,9,9,19,54,133,7,20
1963,30,07/27/1963,1,MA,Boston,3,216,6,10,19,57,124,7,27
1963,31,08/03/1963,1,MA,Boston,5,322,16,18,20,85,183,8,3
1963,32,08/10/1963,1,MA,Boston,6,240,14,8,10,64,144,8,10
1963,33,08/17/1963,1,MA,Boston,7,239,12,15,13,62,137,8,17
1963,34,08/24/1963,1,MA,Boston,1,198,17,9,12,58,102,8,24
1963,35,08/31/1963,1,MA,Boston,7,232,11,6,18,71,126,8,31
1963,36,09/07/1963,1,MA,Boston,4,216,3,7,14,74,118,9,7
1963,37,09/14/1963,1,MA,Boston,4,218,11,5,15,67,120,9,14
1963,38,09/21/1963,1,MA,Boston,7,254,12,11,23,76,132,9,21
1963,39,09/28/1963,1,MA,Boston,4,266,14,9,17,78,148,9,28
1963,40,10/05/1963,1,MA,Boston,6,223,13,8,12,69,121,10,5
1963,41,10/12/1963,1,MA,Boston,2,260,18,11,14,85,132,10,12
1963,42,10/19/1963,1,MA,Boston,6,278,12,12,21,79,154,10,19
1963,43,10/26/1963,1,MA,Boston,5,224,13,11,17,56,127,10,26
1963,44,11/02/1963,1,MA,Boston,5,253,17,9,15,60,152,11,2
1963,45,11/09/1963,1,MA,Boston,0,219,12,10,15,54,128,11,9
1963,46,11/16/1963,1,MA,Boston,2,233,16,8,13,71,125,11,16
1963,47,11/23/1963,1,MA,Boston,5,228,14,13,9,73,119,11,23
1963,48,11/30/1963,1,MA,Boston,2,224,7,7,11,66,133,11,30
1963,49,12/07/1963,1,MA,Boston,4,162,10,4,7,32,109,12,7
1963,50,12/14/1963,1,MA,Boston,8,246,9,3,7,78,149,12,14
1963,51,12/21/1963,1,MA,Boston,6,256,8,6,16,80,146,12,21
1963,52,12/28/1963,1,MA,Boston,2,242,13,4,10,51,164,12,28
1964,1,01/04/1964,1,MA,Boston,16,287,17,9,10,72,179,1,4
1964,2,01/11/1964,1,MA,Boston,20,258,15,6,10,71,156,1,11
1964,3,01/18/1964,1,MA,Boston,13,325,17,7,24,90,187,1,18
1964,4,01/25/1964,1,MA,Boston,11,272,15,6,16,81,154,1,25
1964,5,02/01/1964,1,MA,Boston,11,271,11,13,20,71,156,2,1
1964,6,02/08/1964,1,MA,Boston,9,244,13,9,14,61,147,2,8
1964,7,02/15/1964,1,MA,Boston,12,273,12,6,13,97,145,2,15
1964,8,02/22/1964,1,MA,Boston,4,263,15,9,24,56,159,2,22
1964,9,02/29/1964,1,MA,Boston,6,232,13,8,17,60,134,2,29
1964,10,03/07/1964,1,MA,Boston,11,274,14,6,25,63,166,3,7
1964,11,03/14/1964,1,MA,Boston,6,254,15,11,14,77,137,3,14
1964,12,03/21/1964,1,MA,Boston,10,274,19,14,18,76,147,3,21
1964,13,03/28/1964,1,MA,Boston,6,194,16,8,14,53,103,3,28
1964,14,04/04/1964,1,MA,Boston,13,279,18,4,12,73,172,4,4
1964,15,04/11/1964,1,MA,Boston,12,259,18,12,12,62,155,4,11
1964,16,04/18/1964,1,MA,Boston,7,267,18,14,15,64,156,4,18
1964,17,04/25/1964,1,MA,Boston,9,285,23,6,19,71,166,4,25
1964,18,05/02/1964,1,MA,Boston,6,213,7,6,14,58,128,5,2
1964,19,05/09/1964,1,MA,Boston,3,207,10,5,18,66,108,5,9
1964,20,05/16/1964,1,MA,Boston,10,290,7,10,18,81,174,5,16
1964,21,05/23/1964,1,MA,Boston,3,223,12,3,9,59,140,5,23
1964,22,05/30/1964,1,MA,Boston,14,165,8,8,7,51,91,5,30
1964,23,06/06/1964,1,MA,Boston,31,304,12,17,25,82,168,6,6
1964,24,06/13/1964,1,MA,Boston,10,296,20,16,15,82,163,6,13
1964,25,06/20/1964,1,MA,Boston,7,246,14,8,23,68,133,6,20
1964,26,06/27/1964,1,MA,Boston,8,243,10,10,22,69,132,6,27
1964,27,07/04/1964,1,MA,Boston,3,196,14,6,8,56,112,7,4
1964,28,07/11/1964,1,MA,Boston,7,245,10,12,14,83,126,7,11
1964,29,07/18/1964,1,MA,Boston,1,195,11,14,13,56,101,7,18
1964,30,07/25/1964,1,MA,Boston,5,237,12,10,11,75,129,7,25
1964,31,08/01/1964,1,MA,Boston,9,233,14,5,10,65,139,8,1
1964,32,08/08/1964,1,MA,Boston,6,178,11,4,11,49,103,8,8
1964,33,08/15/1964,1,MA,Boston,10,229,10,10,22,61,126,8,15
1964,34,08/22/1964,1,MA,Boston,11,252,8,10,12,83,139,8,22
1964,35,08/29/1964,1,MA,Boston,8,217,14,9,17,67,110,8,29
1964,36,09/05/1964,1,MA,Boston,14,253,21,10,12,75,135,9,5
1964,37,09/12/1964,1,MA,Boston,5,223,14,9,18,51,131,9,12
1964,38,09/19/1964,1,MA,Boston,5,241,17,10,17,65,132,9,19
1964,39,09/26/1964,1,MA,Boston,4,195,10,8,15,46,116,9,26
1964,40,10/03/1964,1,MA,Boston,6,258,16,11,13,76,142,10,3
1964,41,10/10/1964,1,MA,Boston,18,274,16,5,18,78,157,10,10
1964,42,10/17/1964,1,MA,Boston,5,241,11,7,23,71,129,10,17
1964,43,10/24/1964,1,MA,Boston,16,259,13,10,21,63,152,10,24
1964,44,10/31/1964,1,MA,Boston,7,243,16,8,17,61,141,10,31
1964,45,11/07/1964,1,MA,Boston,11,264,18,4,17,69,156,11,7
1964,46,11/14/1964,1,MA,Boston,7,245,13,11,13,61,147,11,14
1964,47,11/21/1964,1,MA,Boston,12,222,10,9,17,54,132,11,21
1964,48,11/28/1964,1,MA,Boston,4,176,12,3,8,51,102,11,28
1964,49,12/05/1964,1,MA,Boston,8,283,13,17,10,80,163,12,5
1964,50,12/12/1964,1,MA,Boston,13,328,12,11,17,118,170,12,12
1964,51,12/19/1964,1,MA,Boston,12,341,24,9,23,93,192,12,19
1964,52,12/26/1964,1,MA,Boston,9,279,11,13,20,91,144,12,26
1964,53,01/02/1965,1,MA,Boston,18,313,15,9,19,94,176,1,2
1965,1,01/09/1965,1,MA,Boston,13,260,21,7,16,69,147,1,9
1965,2,01/16/1965,1,MA,Boston,17,278,12,3,16,73,174,1,16
1965,3,01/23/1965,1,MA,Boston,13,229,13,6,17,64,129,1,23
1965,4,01/30/1965,1,MA,Boston,9,350,15,11,24,85,215,1,30
1965,5,02/06/1965,1,MA,Boston,23,277,5,10,10,75,177,2,6
1965,6,02/13/1965,1,MA,Boston,23,337,9,7,14,85,222,2,13
1965,7,02/20/1965,1,MA,Boston,21,350,1,16,24,89,220,2,20
1965,8,02/27/1965,1,MA,Boston,32,320,27,9,23,69,192,2,27
1965,9,03/06/1965,1,MA,Boston,6,197,6,6,18,50,117,3,6
1965,10,03/13/1965,1,MA,Boston,18,338,14,12,23,88,201,3,13
1965,11,03/20/1965,1,MA,Boston,5,258,9,5,17,76,151,3,20
1965,12,03/27/1965,1,MA,Boston,10,242,21,10,12,63,136,3,27
1965,13,04/03/1965,1,MA,Boston,8,218,11,6,15,53,133,4,3
1965,14,04/10/1965,1,MA,Boston,18,282,16,9,30,71,156,4,10
1965,15,04/17/1965,1,MA,Boston,5,202,8,12,14,59,109,4,17
1965,16,04/24/1965,1,MA,Boston,13,233,11,7,18,68,129,4,24
1965,17,05/01/1965,1,MA,Boston,6,312,20,11,22,81,178,5,1
1965,18,05/08/1965,1,MA,Boston,5,250,16,15,14,74,131,5,8
1965,19,05/15/1965,1,MA,Boston,9,255,11,16,14,68,146,5,15
1965,20,05/22/1965,1,MA,Boston,3,193,9,11,15,44,114,5,22
1965,21,05/29/1965,1,MA,Boston,6,234,10,8,6,68,142,5,29
1965,22,06/05/1965,1,MA,Boston,11,246,10,14,18,71,133,6,5
1965,23,06/12/1965,1,MA,Boston,10,263,16,4,22,54,167,6,12
1965,24,06/19/1965,1,MA,Boston,9,221,17,2,11,63,128,6,19
1965,25,06/26/1965,1,MA,Boston,8,251,15,9,15,80,132,6,26
1965,26,07/03/1965,1,MA,Boston,9,248,14,8,19,66,141,7,3
1965,27,07/10/1965,1,MA,Boston,4,209,18,4,22,62,103,7,10
1965,28,07/17/1965,1,MA,Boston,3,225,12,11,9,59,134,7,17
1965,29,07/24/1965,1,MA,Boston,10,225,16,13,19,66,111,7,24
1965,30,07/31/1965,1,MA,Boston,7,236,7,10,15,71,133,7,31
1965,31,08/07/1965,1,MA,Boston,11,237,14,7,13,70,133,8,7
1965,32,08/14/1965,1,MA,Boston,9,223,8,5,23,61,126,8,14
1965,33,08/21/1965,1,MA,Boston,8,205,13,12,18,63,99,8,21
1965,34,08/28/1965,1,MA,Boston,11,195,10,10,14,58,103,8,28
1965,35,09/04/1965,1,MA,Boston,8,203,10,6,13,57,117,9,4
1965,36,09/11/1965,1,MA,Boston,7,226,10,9,11,80,116,9,11
1965,37,09/18/1965,1,MA,Boston,10,233,10,10,16,65,132,9,18
1965,38,09/25/1965,1,MA,Boston,6,221,15,8,15,55,128,9,25
1965,39,10/02/1965,1,MA,Boston,5,265,16,14,16,75,144,10,2
1965,40,10/09/1965,1,MA,Boston,2,231,10,8,18,60,135,10,9
1965,41,10/16/1965,1,MA,Boston,4,226,13,14,18,54,127,10,16
1965,42,10/23/1965,1,MA,Boston,11,257,16,14,11,68,148,10,23
1965,43,10/30/1965,1,MA,Boston,10,262,17,10,16,80,139,10,30
1965,44,11/06/1965,1,MA,Boston,10,253,11,14,17,67,144,11,6
1965,45,11/13/1965,1,MA,Boston,8,247,14,10,13,58,152,11,13
1965,46,11/20/1965,1,MA,Boston,12,278,14,6,15,79,164,11,20
1965,47,11/27/1965,1,MA,Boston,6,202,14,4,12,62,110,11,27
1965,48,12/04/1965,1,MA,Boston,10,294,13,13,20,74,174,12,4
1965,49,12/11/1965,1,MA,Boston,10,293,24,8,11,91,159,12,11
1965,50,12/18/1965,1,MA,Boston,6,276,8,8,19,63,178,12,18
1965,51,12/25/1965,1,MA,Boston,6,248,5,10,20,61,152,12,25
1965,52,01/01/1966,1,MA,Boston,9,281,10,10,13,89,159,1,1
1966,1,01/08/1966,1,MA,Boston,8,265,8,12,14,73,158,1,8
1966,2,01/15/1966,1,MA,Boston,6,279,9,6,17,92,155,1,15
1966,3,01/22/1966,1,MA,Boston,10,263,14,7,14,70,158,1,22
1966,4,01/29/1966,1,MA,Boston,8,274,11,8,13,64,178,1,29
1966,5,02/05/1966,1,MA,Boston,6,284,8,7,25,80,164,2,5
1966,6,02/12/1966,1,MA,Boston,15,289,13,10,11,78,177,2,12
1966,7,02/19/1966,1,MA,Boston,12,294,15,10,24,77,168,2,19
1966,8,02/26/1966,1,MA,Boston,18,261,10,10,16,83,142,2,26
1966,9,03/05/1966,1,MA,Boston,13,273,14,2,18,71,168,3,5
1966,10,03/12/1966,1,MA,Boston,18,261,13,8,14,73,153,3,12
1966,11,03/19/1966,1,MA,Boston,2,242,8,5,24,66,139,3,19
1966,12,03/26/1966,1,MA,Boston,11,230,11,14,17,59,129,3,26
1966,13,04/02/1966,1,MA,Boston,7,240,11,10,15,63,141,4,2
1966,14,04/09/1966,1,MA,Boston,10,244,16,9,14,75,130,4,9
1966,15,04/16/1966,1,MA,Boston,6,228,11,8,18,65,126,4,16
1966,16,04/23/1966,1,MA,Boston,5,215,5,7,17,64,122,4,23
1966,17,04/30/1966,1,MA,Boston,8,249,11,10,19,64,145,4,30
1966,18,05/07/1966,1,MA,Boston,10,264,15,14,18,67,150,5,7
1966,19,05/14/1966,1,MA,Boston,7,282,22,8,16,87,149,5,14
1966,20,05/21/1966,1,MA,Boston,4,206,7,11,12,67,109,5,21
1966,21,05/28/1966,1,MA,Boston,6,244,14,5,22,73,130,5,28
1966,22,06/04/1966,1,MA,Boston,8,246,10,8,18,68,142,6,4
1966,23,06/11/1966,1,MA,Boston,7,259,12,7,17,66,157,6,11
1966,24,06/18/1966,1,MA,Boston,4,181,15,9,11,45,101,6,18
1966,25,06/25/1966,1,MA,Boston,5,258,18,10,11,67,152,6,25
1966,26,07/02/1966,1,MA,Boston,4,256,13,14,20,59,150,7,2
1966,27,07/09/1966,1,MA,Boston,15,225,10,7,11,66,131,7,9
1966,28,07/16/1966,1,MA,Boston,8,260,23,16,17,68,136,7,16
1966,29,07/23/1966,1,MA,Boston,10,248,20,4,17,62,145,7,23
1966,30,07/30/1966,1,MA,Boston,5,211,10,6,18,51,126,7,30
1966,31,08/06/1966,1,MA,Boston,10,229,15,13,13,55,133,8,6
1966,32,08/13/1966,1,MA,Boston,5,217,12,9,11,57,128,8,13
1966,33,08/20/1966,1,MA,Boston,12,256,14,10,13,72,147,8,20
1966,34,08/27/1966,1,MA,Boston,5,232,7,12,13,67,133,8,27
1966,35,09/03/1966,1,MA,Boston,9,179,5,12,10,45,107,9,3
1966,36,09/10/1966,1,MA,Boston,6,245,12,10,19,74,130,9,10
1966,37,09/17/1966,1,MA,Boston,5,213,8,9,14,55,127,9,17
1966,38,09/24/1966,1,MA,Boston,9,222,15,10,12,62,123,9,24
1966,39,10/01/1966,1,MA,Boston,7,221,5,11,13,59,133,10,1
1966,40,10/08/1966,1,MA,Boston,11,264,16,9,19,86,134,10,8
1966,41,10/15/1966,1,MA,Boston,13,259,15,9,11,67,157,10,15
1966,42,10/22/1966,1,MA,Boston,7,216,9,9,12,51,135,10,22
1966,43,10/29/1966,1,MA,Boston,12,246,10,11,17,64,144,10,29
1966,44,11/05/1966,1,MA,Boston,8,242,19,9,18,68,128,11,5
1966,45,11/12/1966,1,MA,Boston,4,208,13,4,10,58,123,11,12
1966,46,11/19/1966,1,MA,Boston,16,275,14,14,18,82,147,11,19
1966,47,11/26/1966,1,MA,Boston,16,255,14,9,22,65,145,11,26
1966,48,12/03/1966,1,MA,Boston,6,237,6,14,17,69,131,12,3
1966,49,12/10/1966,1,MA,Boston,7,256,16,5,11,78,146,12,10
1966,50,12/17/1966,1,MA,Boston,8,262,14,6,25,73,144,12,17
1966,51,12/24/1966,1,MA,Boston,7,243,16,12,23,69,123,12,24
1966,52,12/31/1966,1,MA,Boston,10,239,18,11,21,55,134,12,31
1967,1,01/07/1967,1,MA,Boston,12,190,7,3,14,56,110,1,7
1967,2,01/14/1967,1,MA,Boston,21,258,8,8,15,87,140,1,14
1967,3,01/21/1967,1,MA,Boston,11,232,11,18,15,62,126,1,21
1967,4,01/28/1967,1,MA,Boston,6,223,8,11,14,66,124,1,28
1967,5,02/04/1967,1,MA,Boston,10,246,11,10,14,69,142,2,4
1967,6,02/11/1967,1,MA,Boston,13,275,11,8,20,96,140,2,11
1967,7,02/18/1967,1,MA,Boston,15,267,5,8,20,78,156,2,18
1967,8,02/25/1967,1,MA,Boston,16,248,14,9,16,85,124,2,25
1967,9,03/04/1967,1,MA,Boston,21,299,18,7,22,86,166,3,4
1967,10,03/11/1967,1,MA,Boston,5,243,13,14,14,58,144,3,11
1967,11,03/18/1967,1,MA,Boston,14,198,4,6,19,67,102,3,18
1967,12,03/25/1967,1,MA,Boston,15,325,12,13,27,80,193,3,25
1967,13,04/01/1967,1,MA,Boston,14,251,20,10,12,72,137,4,1
1967,14,04/08/1967,1,MA,Boston,19,273,10,8,18,66,171,4,8
1967,15,04/15/1967,1,MA,Boston,28,264,20,8,11,67,158,4,15
1967,16,04/22/1967,1,MA,Boston,12,250,16,9,14,73,138,4,22
1967,17,04/29/1967,1,MA,Boston,11,247,12,10,12,69,144,4,29
1967,18,05/06/1967,1,MA,Boston,15,255,19,8,16,62,150,5,6
1967,19,05/13/1967,1,MA,Boston,17,251,10,10,8,62,161,5,13
1967,20,05/20/1967,1,MA,Boston,9,227,13,8,19,62,125,5,20
1967,21,05/27/1967,1,MA,Boston,8,239,11,10,17,67,134,5,27
1967,22,06/03/1967,1,MA,Boston,17,246,15,14,15,71,131,6,3
1967,23,06/10/1967,1,MA,Boston,12,223,14,7,13,73,116,6,10
1967,24,06/17/1967,1,MA,Boston,9,205,13,7,9,55,121,6,17
1967,25,06/24/1967,1,MA,Boston,12,299,16,14,17,97,155,6,24
1967,26,07/01/1967,1,MA,Boston,11,259,30,12,14,69,134,7,1
1967,27,07/08/1967,1,MA,Boston,7,212,11,11,14,67,109,7,8
1967,28,07/15/1967,1,MA,Boston,14,268,8,9,21,81,149,7,15
1967,29,07/22/1967,1,MA,Boston,7,198,10,7,12,53,116,7,22
1967,30,07/29/1967,1,MA,Boston,8,205,11,10,15,53,116,7,29
1967,31,08/05/1967,1,MA,Boston,6,227,11,5,7,79,125,8,5
1967,32,08/12/1967,1,MA,Boston,11,237,14,9,14,69,131,8,12
1967,33,08/19/1967,1,MA,Boston,8,211,12,5,8,78,108,8,19
1967,34,08/26/1967,1,MA,Boston,8,213,10,8,10,61,124,8,26
1967,35,09/02/1967,1,MA,Boston,16,245,12,13,18,70,132,9,2
1967,36,09/09/1967,1,MA,Boston,10,238,14,10,15,70,129,9,9
1967,37,09/16/1967,1,MA,Boston,6,226,11,12,18,60,125,9,16
1967,38,09/23/1967,1,MA,Boston,13,226,4,7,9,66,140,9,23
1967,39,09/30/1967,1,MA,Boston,15,226,13,8,12,60,133,9,30
1967,40,10/07/1967,1,MA,Boston,6,211,12,8,11,52,128,10,7
1967,41,10/14/1967,1,MA,Boston,4,215,5,6,21,57,126,10,14
1967,42,10/21/1967,1,MA,Boston,11,306,9,8,27,86,176,10,21
1967,43,10/28/1967,1,MA,Boston,16,359,24,10,18,111,196,10,28
1967,44,11/04/1967,1,MA,Boston,6,211,6,9,14,63,119,11,4
1967,45,11/11/1967,1,MA,Boston,7,243,12,8,14,74,135,11,11
1967,46,11/18/1967,1,MA,Boston,10,222,10,10,13,64,125,11,18
1967,47,11/25/1967,1,MA,Boston,8,267,13,9,16,64,165,11,25
1967,48,12/02/1967,1,MA,Boston,10,255,16,7,14,72,146,12,2
1967,49,12/09/1967,1,MA,Boston,14,221,15,9,13,56,128,12,9
1967,50,12/16/1967,1,MA,Boston,11,248,12,10,18,69,139,12,16
1967,51,12/23/1967,1,MA,Boston,13,241,12,10,16,59,144,12,23
1967,52,12/30/1967,1,MA,Boston,10,235,17,14,17,53,134,12,30
1968,1,01/06/1968,1,MA,Boston,16,321,8,3,10,84,216,1,6
1968,2,01/13/1968,1,MA,Boston,19,319,13,11,17,86,192,1,13
1968,3,01/20/1968,1,MA,Boston,34,374,17,17,27,94,219,1,20
1968,4,01/27/1968,1,MA,Boston,23,290,20,5,16,66,183,1,27
1968,5,02/03/1968,1,MA,Boston,32,270,17,14,14,63,162,2,3
1968,6,02/10/1968,1,MA,Boston,18,261,10,14,19,51,167,2,10
1968,7,02/17/1968,1,MA,Boston,24,248,7,6,8,74,153,2,17
1968,8,02/24/1968,1,MA,Boston,14,226,13,9,8,71,125,2,24
1968,9,03/02/1968,1,MA,Boston,25,240,18,7,11,73,131,3,2
1968,10,03/09/1968,1,MA,Boston,22,265,13,11,21,63,157,3,9
1968,11,03/16/1968,1,MA,Boston,18,241,7,11,19,66,138,3,16
1968,12,03/23/1968,1,MA,Boston,6,212,7,8,17,62,118,3,23
1968,13,03/30/1968,1,MA,Boston,21,245,13,6,12,72,142,3,30
1968,14,04/06/1968,1,MA,Boston,9,195,6,10,11,62,106,4,6
1968,15,04/13/1968,1,MA,Boston,10,253,19,10,11,83,130,4,13
1968,16,04/20/1968,1,MA,Boston,8,215,14,14,18,42,127,4,20
1968,17,04/27/1968,1,MA,Boston,23,268,15,9,15,71,158,4,27
1968,18,05/04/1968,1,MA,Boston,15,228,12,7,12,61,136,5,4
1968,19,05/11/1968,1,MA,Boston,16,226,15,9,12,68,122,5,11
1968,20,05/18/1968,1,MA,Boston,7,186,14,12,10,43,107,5,18
1968,21,05/25/1968,1,MA,Boston,15,262,20,9,8,65,160,5,25
1968,22,06/01/1968,1,MA,Boston,15,211,9,10,18,64,110,6,1
1968,23,06/08/1968,1,MA,Boston,9,216,12,11,12,63,118,6,8
1968,24,06/15/1968,1,MA,Boston,15,234,17,8,11,70,128,6,15
1968,25,06/22/1968,1,MA,Boston,14,217,16,12,15,61,113,6,22
1968,26,06/29/1968,1,MA,Boston,13,197,12,12,5,48,120,6,29
1968,27,07/06/1968,1,MA,Boston,13,242,14,5,9,68,146,7,6
1968,28,07/13/1968,1,MA,Boston,17,231,8,9,19,66,129,7,13
1968,29,07/20/1968,1,MA,Boston,20,222,8,7,12,63,132,7,20
1968,30,07/27/1968,1,MA,Boston,16,221,12,11,7,61,130,7,27
1968,31,08/03/1968,1,MA,Boston,14,201,13,10,5,67,106,8,3
1968,32,08/10/1968,1,MA,Boston,15,210,10,9,16,46,129,8,10
1968,33,08/17/1968,1,MA,Boston,12,219,14,5,13,66,121,8,17
1968,34,08/24/1968,1,MA,Boston,12,220,19,6,20,57,118,8,24
1968,35,08/31/1968,1,MA,Boston,12,225,10,15,12,65,123,8,31
1968,36,09/07/1968,1,MA,Boston,9,229,12,15,22,55,125,9,7
1968,37,09/14/1968,1,MA,Boston,9,225,12,10,24,61,118,9,14
1968,38,09/21/1968,1,MA,Boston,8,197,12,6,13,53,113,9,21
1968,39,09/28/1968,1,MA,Boston,19,209,8,16,18,59,108,9,28
1968,40,10/05/1968,1,MA,Boston,10,227,10,15,13,76,113,10,5
1968,41,10/12/1968,1,MA,Boston,10,210,10,10,14,47,129,10,12
1968,42,10/19/1968,1,MA,Boston,7,275,12,13,18,80,152,10,19
1968,43,10/26/1968,1,MA,Boston,6,225,14,8,25,59,119,10,26
1968,44,11/02/1968,1,MA,Boston,15,219,12,7,10,61,129,11,2
